"date_str","opp","result","record","team","league","division","pct","date_str2"
"Tuesday, Apr 14","CHC","W","5-3","CIN","NL","central",0.625,2015-04-14
"Wednesday, Apr 15","CHC","L","5-4","CIN","NL","central",0.555555555555556,2015-04-15
"Friday, Apr 17","STL","L","5-5","CIN","NL","central",0.5,2015-04-17
"Saturday, Apr 18","STL","L","5-6","CIN","NL","central",0.454545454545455,2015-04-18
"Sunday, Apr 19","STL","L","5-7","CIN","NL","central",0.416666666666667,2015-04-19
"Monday, Apr 20","MIL","W","6-7","CIN","NL","central",0.461538461538462,2015-04-20
"Tuesday, Apr 21","MIL","W","7-7","CIN","NL","central",0.5,2015-04-21
"Wednesday, Apr 22","MIL","W","8-7","CIN","NL","central",0.533333333333333,2015-04-22
"Thursday, Apr 23","MIL","L","8-8","CIN","NL","central",0.5,2015-04-23
"Friday, Apr 24","CHC","L","8-9","CIN","NL","central",0.470588235294118,2015-04-24
"Sunday, Apr 26","CHC","L","8-10","CIN","NL","central",0.444444444444444,2015-04-26
"Monday, Apr 27","MIL","W","9-10","CIN","NL","central",0.473684210526316,2015-04-27
"Tuesday, Apr 28","MIL","W","10-10","CIN","NL","central",0.5,2015-04-28
"Wednesday, Apr 29","MIL","L","10-11","CIN","NL","central",0.476190476190476,2015-04-29
"Thursday, Apr 30","ATL","W","11-11","CIN","NL","central",0.5,2015-04-30
"Friday, May 1","ATL","L","11-12","CIN","NL","central",0.478260869565217,2015-05-01
"Saturday, May 2","ATL","W","12-12","CIN","NL","central",0.5,2015-05-02
"Sunday, May 3","ATL","L","12-13","CIN","NL","central",0.48,2015-05-03
"Tuesday, May 5","PIT","W","13-13","CIN","NL","central",0.5,2015-05-05
"Wednesday, May 6","PIT","W","14-13","CIN","NL","central",0.518518518518518,2015-05-06
"Thursday, May 7","PIT","L","14-14","CIN","NL","central",0.5,2015-05-07
"Saturday, May 9 (1)","CHW","W","15-14","CIN","NL","central",0.517241379310345,2015-05-09
"Saturday, May 9 (2)","CHW","L","15-15","CIN","NL","central",0.5,2015-05-09
"Sunday, May 10","CHW","L-wo","15-16","CIN","NL","central",0.483870967741935,2015-05-10
"Monday, May 11","ATL","L","15-17","CIN","NL","central",0.46875,2015-05-11
"Tuesday, May 12","ATL","W-wo","16-17","CIN","NL","central",0.484848484848485,2015-05-12
"Wednesday, May 13","ATL","W","17-17","CIN","NL","central",0.5,2015-05-13
"Thursday, May 14","SFG","W","18-17","CIN","NL","central",0.514285714285714,2015-05-14
"Friday, May 15","SFG","L","18-18","CIN","NL","central",0.5,2015-05-15
"Saturday, May 16","SFG","L","18-19","CIN","NL","central",0.486486486486487,2015-05-16
"Sunday, May 17","SFG","L","18-20","CIN","NL","central",0.473684210526316,2015-05-17
"Tuesday, May 19","KCR","L","18-21","CIN","NL","central",0.461538461538462,2015-05-19
"Wednesday, May 20","KCR","L","18-22","CIN","NL","central",0.45,2015-05-20
"Friday, May 22","CLE","L","18-23","CIN","NL","central",0.439024390243902,2015-05-22
"Saturday, May 23","CLE","L","18-24","CIN","NL","central",0.428571428571429,2015-05-23
"Sunday, May 24","CLE","L","18-25","CIN","NL","central",0.418604651162791,2015-05-24
"Monday, May 25","COL","L","18-26","CIN","NL","central",0.409090909090909,2015-05-25
"Tuesday, May 26","COL","W-wo","19-26","CIN","NL","central",0.422222222222222,2015-05-26
"Wednesday, May 27","COL","L","19-27","CIN","NL","central",0.41304347826087,2015-05-27
"Friday, May 29","WSN","W","20-27","CIN","NL","central",0.425531914893617,2015-05-29
"Saturday, May 30","WSN","W","21-27","CIN","NL","central",0.4375,2015-05-30
"Sunday, May 31","WSN","W","22-27","CIN","NL","central",0.448979591836735,2015-05-31
"Tuesday, Jun 2","PHI","L-wo","22-28","CIN","NL","central",0.44,2015-06-02
"Wednesday, Jun 3","PHI","L-wo","22-29","CIN","NL","central",0.431372549019608,2015-06-03
"Thursday, Jun 4","PHI","W","23-29","CIN","NL","central",0.442307692307692,2015-06-04
"Friday, Jun 5","SDP","L","23-30","CIN","NL","central",0.433962264150943,2015-06-05
"Saturday, Jun 6","SDP","L","23-31","CIN","NL","central",0.425925925925926,2015-06-06
"Sunday, Jun 7","SDP","W","24-31","CIN","NL","central",0.436363636363636,2015-06-07
"Monday, Jun 8","PHI","W","25-31","CIN","NL","central",0.446428571428571,2015-06-08
"Tuesday, Jun 9","PHI","W","26-31","CIN","NL","central",0.456140350877193,2015-06-09
"Wednesday, Jun 10","PHI","W","27-31","CIN","NL","central",0.46551724137931,2015-06-10
"Thursday, Jun 11","CHC","L","27-32","CIN","NL","central",0.457627118644068,2015-06-11
"Friday, Jun 12","CHC","W","28-32","CIN","NL","central",0.466666666666667,2015-06-12
"Saturday, Jun 13","CHC","L-wo","28-33","CIN","NL","central",0.459016393442623,2015-06-13
"Sunday, Jun 14","CHC","L-wo","28-34","CIN","NL","central",0.451612903225806,2015-06-14
"Monday, Jun 15","DET","L","28-35","CIN","NL","central",0.444444444444444,2015-06-15
"Tuesday, Jun 16","DET","W","29-35","CIN","NL","central",0.453125,2015-06-16
"Wednesday, Jun 17","DET","W-wo","30-35","CIN","NL","central",0.461538461538462,2015-06-17
"Friday, Jun 19","MIA","W","31-35","CIN","NL","central",0.46969696969697,2015-06-19
"Saturday, Jun 20","MIA","L","31-36","CIN","NL","central",0.462686567164179,2015-06-20
"Sunday, Jun 21","MIA","W","32-36","CIN","NL","central",0.470588235294118,2015-06-21
"Tuesday, Jun 23","PIT","L","32-37","CIN","NL","central",0.463768115942029,2015-06-23
"Wednesday, Jun 24","PIT","W","33-37","CIN","NL","central",0.471428571428571,2015-06-24
"Thursday, Jun 25","PIT","W","34-37","CIN","NL","central",0.47887323943662,2015-06-25
"Friday, Jun 26","NYM","L","34-38","CIN","NL","central",0.472222222222222,2015-06-26
"Saturday, Jun 27","NYM","L-wo","34-39","CIN","NL","central",0.465753424657534,2015-06-27
"Sunday, Jun 28","NYM","L","34-40","CIN","NL","central",0.459459459459459,2015-06-28
"Monday, Jun 29","MIN","W","35-40","CIN","NL","central",0.466666666666667,2015-06-29
"Tuesday, Jun 30","MIN","L","35-41","CIN","NL","central",0.460526315789474,2015-06-30
"Wednesday, Jul 1","MIN","W","36-41","CIN","NL","central",0.467532467532468,2015-07-01
"Friday, Jul 3","MIL","L","36-42","CIN","NL","central",0.461538461538462,2015-07-03
"Saturday, Jul 4","MIL","L","36-43","CIN","NL","central",0.455696202531646,2015-07-04
"Sunday, Jul 5","MIL","L","36-44","CIN","NL","central",0.45,2015-07-05
"Monday, Jul 6","WSN","W","37-44","CIN","NL","central",0.45679012345679,2015-07-06
"Tuesday, Jul 7","WSN","W","38-44","CIN","NL","central",0.463414634146341,2015-07-07
"Thursday, Jul 9","MIA","L","38-45","CIN","NL","central",0.457831325301205,2015-07-09
"Friday, Jul 10","MIA","W","39-45","CIN","NL","central",0.464285714285714,2015-07-10
"Saturday, Jul 11","MIA","L","39-46","CIN","NL","central",0.458823529411765,2015-07-11
"Sunday, Jul 12","MIA","L","39-47","CIN","NL","central",0.453488372093023,2015-07-12
"Friday, Jul 17","CLE","W","40-47","CIN","NL","central",0.459770114942529,2015-07-17
"Saturday, Jul 18","CLE","L","40-48","CIN","NL","central",0.454545454545455,2015-07-18
"Sunday, Jul 19","CLE","L","40-49","CIN","NL","central",0.449438202247191,2015-07-19
"Monday, Jul 20","CHC","W","41-49","CIN","NL","central",0.455555555555556,2015-07-20
"Tuesday, Jul 21","CHC","L","41-50","CIN","NL","central",0.450549450549451,2015-07-21
"Wednesday, Jul 22 (1)","CHC","W","42-50","CIN","NL","central",0.456521739130435,2015-07-22
"Wednesday, Jul 22 (2)","CHC","L","42-51","CIN","NL","central",0.451612903225806,2015-07-22
"Friday, Jul 24","COL","L-wo","42-52","CIN","NL","central",0.446808510638298,2015-07-24
"Saturday, Jul 25","COL","W","43-52","CIN","NL","central",0.452631578947368,2015-07-25
"Sunday, Jul 26","COL","L","43-53","CIN","NL","central",0.447916666666667,2015-07-26
"Monday, Jul 27","STL","L","43-54","CIN","NL","central",0.443298969072165,2015-07-27
"Tuesday, Jul 28","STL","W","44-54","CIN","NL","central",0.448979591836735,2015-07-28
"Wednesday, Jul 29","STL","W","45-54","CIN","NL","central",0.454545454545455,2015-07-29
"Thursday, Jul 30","PIT","W","46-54","CIN","NL","central",0.46,2015-07-30
"Friday, Jul 31","PIT","L","46-55","CIN","NL","central",0.455445544554455,2015-07-31
"Saturday, Aug 1","PIT","W","47-55","CIN","NL","central",0.46078431372549,2015-08-01
"Sunday, Aug 2","PIT","L","47-56","CIN","NL","central",0.456310679611651,2015-08-02
"Tuesday, Aug 4","STL","W","48-56","CIN","NL","central",0.461538461538462,2015-08-04
"Wednesday, Aug 5","STL","L","48-57","CIN","NL","central",0.457142857142857,2015-08-05
"Thursday, Aug 6","STL","L","48-58","CIN","NL","central",0.452830188679245,2015-08-06
"Friday, Aug 7","ARI","L","48-59","CIN","NL","central",0.448598130841121,2015-08-07
"Saturday, Aug 8","ARI","W","49-59","CIN","NL","central",0.453703703703704,2015-08-08
"Sunday, Aug 9","ARI","L-wo","49-60","CIN","NL","central",0.44954128440367,2015-08-09
"Monday, Aug 10","SDP","L","49-61","CIN","NL","central",0.445454545454545,2015-08-10
"Tuesday, Aug 11","SDP","L","49-62","CIN","NL","central",0.441441441441441,2015-08-11
"Wednesday, Aug 12","SDP","W","50-62","CIN","NL","central",0.446428571428571,2015-08-12
"Thursday, Aug 13","LAD","W","51-62","CIN","NL","central",0.451327433628319,2015-08-13
"Friday, Aug 14","LAD","L","51-63","CIN","NL","central",0.447368421052632,2015-08-14
"Saturday, Aug 15","LAD","L","51-64","CIN","NL","central",0.443478260869565,2015-08-15
"Sunday, Aug 16","LAD","L","51-65","CIN","NL","central",0.439655172413793,2015-08-16
"Tuesday, Aug 18","KCR","L","51-66","CIN","NL","central",0.435897435897436,2015-08-18
"Wednesday, Aug 19","KCR","L","51-67","CIN","NL","central",0.432203389830508,2015-08-19
"Thursday, Aug 20","ARI","L","51-68","CIN","NL","central",0.428571428571429,2015-08-20
"Friday, Aug 21","ARI","L","51-69","CIN","NL","central",0.425,2015-08-21
"Saturday, Aug 22","ARI","L","51-70","CIN","NL","central",0.421487603305785,2015-08-22
"Sunday, Aug 23","ARI","L","51-71","CIN","NL","central",0.418032786885246,2015-08-23
"Monday, Aug 24","DET","W","52-71","CIN","NL","central",0.422764227642276,2015-08-24
"Tuesday, Aug 25","LAD","L","52-72","CIN","NL","central",0.419354838709677,2015-08-25
"Wednesday, Aug 26","LAD","L","52-73","CIN","NL","central",0.416,2015-08-26
"Thursday, Aug 27","LAD","L","52-74","CIN","NL","central",0.412698412698413,2015-08-27
"Friday, Aug 28","MIL","L","52-75","CIN","NL","central",0.409448818897638,2015-08-28
"Saturday, Aug 29","MIL","W","53-75","CIN","NL","central",0.4140625,2015-08-29
"Sunday, Aug 30","MIL","L","53-76","CIN","NL","central",0.410852713178295,2015-08-30
"Monday, Aug 31","CHC","W","54-76","CIN","NL","central",0.415384615384615,2015-08-31
"Tuesday, Sep 1","CHC","L","54-77","CIN","NL","central",0.412213740458015,2015-09-01
"Wednesday, Sep 2","CHC","W","55-77","CIN","NL","central",0.416666666666667,2015-09-02
"Saturday, Sep 5 (1)","MIL","L","55-78","CIN","NL","central",0.413533834586466,2015-09-05
"Saturday, Sep 5 (2)","MIL","L","55-79","CIN","NL","central",0.41044776119403,2015-09-05
"Sunday, Sep 6","MIL","W","56-79","CIN","NL","central",0.414814814814815,2015-09-06
"Monday, Sep 7","PIT","W","57-79","CIN","NL","central",0.419117647058824,2015-09-07
"Tuesday, Sep 8","PIT","L","57-80","CIN","NL","central",0.416058394160584,2015-09-08
"Wednesday, Sep 9","PIT","L","57-81","CIN","NL","central",0.41304347826087,2015-09-09
"Thursday, Sep 10","STL","W","58-81","CIN","NL","central",0.41726618705036,2015-09-10
"Friday, Sep 11","STL","W","59-81","CIN","NL","central",0.421428571428571,2015-09-11
"Saturday, Sep 12","STL","W","60-81","CIN","NL","central",0.425531914893617,2015-09-12
"Sunday, Sep 13","STL","L","60-82","CIN","NL","central",0.422535211267606,2015-09-13
"Monday, Sep 14","SFG","L","60-83","CIN","NL","central",0.41958041958042,2015-09-14
"Tuesday, Sep 15","SFG","W","61-83","CIN","NL","central",0.423611111111111,2015-09-15
"Wednesday, Sep 16","SFG","L","61-84","CIN","NL","central",0.420689655172414,2015-09-16
"Friday, Sep 18","MIL","W","62-84","CIN","NL","central",0.424657534246575,2015-09-18
"Saturday, Sep 19","MIL","W","63-84","CIN","NL","central",0.428571428571429,2015-09-19
"Sunday, Sep 20","MIL","L","63-85","CIN","NL","central",0.425675675675676,2015-09-20
"Monday, Sep 21","STL","L","63-86","CIN","NL","central",0.422818791946309,2015-09-21
"Tuesday, Sep 22","STL","L","63-87","CIN","NL","central",0.42,2015-09-22
"Wednesday, Sep 23","STL","L","63-88","CIN","NL","central",0.417218543046358,2015-09-23
"Thursday, Sep 24","NYM","L","63-89","CIN","NL","central",0.414473684210526,2015-09-24
"Friday, Sep 25","NYM","L","63-90","CIN","NL","central",0.411764705882353,2015-09-25
"Saturday, Sep 26","NYM","L","63-91","CIN","NL","central",0.409090909090909,2015-09-26
"Sunday, Sep 27","NYM","L","63-92","CIN","NL","central",0.406451612903226,2015-09-27
"Sunday, Apr 5","STL","L","0-1","CHC","NL","central",0,2015-04-05
"Wednesday, Apr 8","STL","W","1-1","CHC","NL","central",0.5,2015-04-08
"Friday, Apr 10","COL","L","1-2","CHC","NL","central",0.333333333333333,2015-04-10
"Saturday, Apr 11","COL","W","2-2","CHC","NL","central",0.5,2015-04-11
"Sunday, Apr 12","COL","W","3-2","CHC","NL","central",0.6,2015-04-12
"Monday, Apr 13","CIN","W-wo","4-2","CHC","NL","central",0.666666666666667,2015-04-13
"Tuesday, Apr 14","CIN","L","4-3","CHC","NL","central",0.571428571428571,2015-04-14
"Wednesday, Apr 15","CIN","W","5-3","CHC","NL","central",0.625,2015-04-15
"Friday, Apr 17","SDP","L","5-4","CHC","NL","central",0.555555555555556,2015-04-17
"Saturday, Apr 18","SDP","W-wo","6-4","CHC","NL","central",0.6,2015-04-18
"Sunday, Apr 19","SDP","L","6-5","CHC","NL","central",0.545454545454545,2015-04-19
"Monday, Apr 20","PIT","W","7-5","CHC","NL","central",0.583333333333333,2015-04-20
"Tuesday, Apr 21","PIT","W","8-5","CHC","NL","central",0.615384615384615,2015-04-21
"Wednesday, Apr 22","PIT","L","8-6","CHC","NL","central",0.571428571428571,2015-04-22
"Thursday, Apr 23","PIT","L","8-7","CHC","NL","central",0.533333333333333,2015-04-23
"Friday, Apr 24","CIN","W","9-7","CHC","NL","central",0.5625,2015-04-24
"Sunday, Apr 26","CIN","W","10-7","CHC","NL","central",0.588235294117647,2015-04-26
"Monday, Apr 27","PIT","W","11-7","CHC","NL","central",0.611111111111111,2015-04-27
"Tuesday, Apr 28","PIT","W","12-7","CHC","NL","central",0.631578947368421,2015-04-28
"Wednesday, Apr 29","PIT","L","12-8","CHC","NL","central",0.6,2015-04-29
"Friday, May 1","MIL","W","13-8","CHC","NL","central",0.619047619047619,2015-05-01
"Saturday, May 2","MIL","L","13-9","CHC","NL","central",0.590909090909091,2015-05-02
"Sunday, May 3","MIL","L","13-10","CHC","NL","central",0.565217391304348,2015-05-03
"Monday, May 4","STL","L","13-11","CHC","NL","central",0.541666666666667,2015-05-04
"Tuesday, May 5","STL","L","13-12","CHC","NL","central",0.52,2015-05-05
"Wednesday, May 6","STL","W","14-12","CHC","NL","central",0.538461538461538,2015-05-06
"Thursday, May 7","STL","L","14-13","CHC","NL","central",0.518518518518518,2015-05-07
"Friday, May 8","MIL","W","15-13","CHC","NL","central",0.535714285714286,2015-05-08
"Saturday, May 9","MIL","L","15-14","CHC","NL","central",0.517241379310345,2015-05-09
"Sunday, May 10","MIL","L-wo","15-15","CHC","NL","central",0.5,2015-05-10
"Monday, May 11","NYM","W","16-15","CHC","NL","central",0.516129032258065,2015-05-11
"Tuesday, May 12","NYM","W","17-15","CHC","NL","central",0.53125,2015-05-12
"Wednesday, May 13","NYM","W-wo","18-15","CHC","NL","central",0.545454545454545,2015-05-13
"Thursday, May 14","NYM","W","19-15","CHC","NL","central",0.558823529411765,2015-05-14
"Friday, May 15","PIT","W-wo","20-15","CHC","NL","central",0.571428571428571,2015-05-15
"Saturday, May 16","PIT","W","21-15","CHC","NL","central",0.583333333333333,2015-05-16
"Sunday, May 17","PIT","L","21-16","CHC","NL","central",0.567567567567568,2015-05-17
"Tuesday, May 19","SDP","L","21-17","CHC","NL","central",0.552631578947368,2015-05-19
"Wednesday, May 20","SDP","W","22-17","CHC","NL","central",0.564102564102564,2015-05-20
"Thursday, May 21","SDP","W","23-17","CHC","NL","central",0.575,2015-05-21
"Friday, May 22","ARI","L-wo","23-18","CHC","NL","central",0.560975609756098,2015-05-22
"Saturday, May 23","ARI","W","24-18","CHC","NL","central",0.571428571428571,2015-05-23
"Sunday, May 24","ARI","L","24-19","CHC","NL","central",0.558139534883721,2015-05-24
"Monday, May 25","WSN","L","24-20","CHC","NL","central",0.545454545454545,2015-05-25
"Tuesday, May 26","WSN","W-wo","25-20","CHC","NL","central",0.555555555555556,2015-05-26
"Wednesday, May 27","WSN","L","25-21","CHC","NL","central",0.543478260869565,2015-05-27
"Friday, May 29","KCR","L","25-22","CHC","NL","central",0.531914893617021,2015-05-29
"Sunday, May 31","KCR","W-wo","26-22","CHC","NL","central",0.541666666666667,2015-05-31
"Monday, Jun 1","MIA","W","27-22","CHC","NL","central",0.551020408163265,2015-06-01
"Tuesday, Jun 2","MIA","L","27-23","CHC","NL","central",0.54,2015-06-02
"Wednesday, Jun 3","MIA","L","27-24","CHC","NL","central",0.529411764705882,2015-06-03
"Thursday, Jun 4","WSN","W","28-24","CHC","NL","central",0.538461538461538,2015-06-04
"Friday, Jun 5","WSN","L","28-25","CHC","NL","central",0.528301886792453,2015-06-05
"Saturday, Jun 6","WSN","W","29-25","CHC","NL","central",0.537037037037037,2015-06-06
"Sunday, Jun 7","WSN","W","30-25","CHC","NL","central",0.545454545454545,2015-06-07
"Tuesday, Jun 9","DET","L","30-26","CHC","NL","central",0.535714285714286,2015-06-09
"Wednesday, Jun 10","DET","W","31-26","CHC","NL","central",0.543859649122807,2015-06-10
"Thursday, Jun 11","CIN","W","32-26","CHC","NL","central",0.551724137931034,2015-06-11
"Friday, Jun 12","CIN","L","32-27","CHC","NL","central",0.542372881355932,2015-06-12
"Saturday, Jun 13","CIN","W-wo","33-27","CHC","NL","central",0.55,2015-06-13
"Sunday, Jun 14","CIN","W-wo","34-27","CHC","NL","central",0.557377049180328,2015-06-14
"Tuesday, Jun 16","CLE","L","34-28","CHC","NL","central",0.548387096774194,2015-06-16
"Wednesday, Jun 17","CLE","W","35-28","CHC","NL","central",0.555555555555556,2015-06-17
"Thursday, Jun 18","CLE","L","35-29","CHC","NL","central",0.546875,2015-06-18
"Friday, Jun 19","MIN","L","35-30","CHC","NL","central",0.538461538461538,2015-06-19
"Saturday, Jun 20","MIN","W","36-30","CHC","NL","central",0.545454545454545,2015-06-20
"Sunday, Jun 21","MIN","W","37-30","CHC","NL","central",0.552238805970149,2015-06-21
"Monday, Jun 22","LAD","W","38-30","CHC","NL","central",0.558823529411765,2015-06-22
"Tuesday, Jun 23","LAD","W-wo","39-30","CHC","NL","central",0.565217391304348,2015-06-23
"Wednesday, Jun 24","LAD","L","39-31","CHC","NL","central",0.557142857142857,2015-06-24
"Thursday, Jun 25","LAD","L","39-32","CHC","NL","central",0.549295774647887,2015-06-25
"Friday, Jun 26","STL","L-wo","39-33","CHC","NL","central",0.541666666666667,2015-06-26
"Saturday, Jun 27","STL","L","39-34","CHC","NL","central",0.534246575342466,2015-06-27
"Sunday, Jun 28","STL","L","39-35","CHC","NL","central",0.527027027027027,2015-06-28
"Tuesday, Jun 30","NYM","W","40-35","CHC","NL","central",0.533333333333333,2015-06-30
"Wednesday, Jul 1","NYM","W","41-35","CHC","NL","central",0.539473684210526,2015-07-01
"Thursday, Jul 2","NYM","W","42-35","CHC","NL","central",0.545454545454545,2015-07-02
"Friday, Jul 3","MIA","L","42-36","CHC","NL","central",0.538461538461538,2015-07-03
"Saturday, Jul 4","MIA","W","43-36","CHC","NL","central",0.544303797468354,2015-07-04
"Sunday, Jul 5","MIA","W","44-36","CHC","NL","central",0.55,2015-07-05
"Monday, Jul 6","STL","L","44-37","CHC","NL","central",0.54320987654321,2015-07-06
"Tuesday, Jul 7 (1)","STL","W","45-37","CHC","NL","central",0.548780487804878,2015-07-07
"Tuesday, Jul 7 (2)","STL","W","46-37","CHC","NL","central",0.55421686746988,2015-07-07
"Wednesday, Jul 8","STL","L","46-38","CHC","NL","central",0.547619047619048,2015-07-08
"Friday, Jul 10","CHW","L","46-39","CHC","NL","central",0.541176470588235,2015-07-10
"Saturday, Jul 11","CHW","L","46-40","CHC","NL","central",0.534883720930233,2015-07-11
"Sunday, Jul 12","CHW","W","47-40","CHC","NL","central",0.540229885057471,2015-07-12
"Friday, Jul 17","ATL","L","47-41","CHC","NL","central",0.534090909090909,2015-07-17
